epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,10379.5,1.13619,1.48602,1.40303,0.5465,0.58533,0.5451,0.3134,1.58719,1.94444,1.85836,0.00214046,0.00214046,0.00214046
72,10526.8,1.14295,1.49456,1.40059,0.58722,0.57031,0.55751,0.31389,1.59929,1.95711,1.86708,0.00201611,0.00201611,0.00201611
73,10676.6,1.12431,1.45681,1.39035,0.5817,0.55317,0.55318,0.30763,1.6197,1.95295,1.89655,0.00189475,0.00189475,0.00189475
74,10824.3,1.10724,1.42699,1.37779,0.55674,0.58583,0.55341,0.31307,1.59774,1.93411,1.88368,0.00177651,0.00177651,0.00177651
75,10971.1,1.11887,1.42794,1.38496,0.64474,0.51681,0.55571,0.31426,1.59858,1.95104,1.87376,0.00166149,0.00166149,0.00166149
76,11118.9,1.11071,1.41378,1.37671,0.59547,0.53453,0.54812,0.31084,1.60431,1.95434,1.88144,0.00154982,0.00154982,0.00154982
77,11267.8,1.10008,1.40742,1.37302,0.59789,0.54609,0.56048,0.31402,1.60293,1.94309,1.89213,0.00144161,0.00144161,0.00144161
78,11416,1.09486,1.39967,1.36527,0.5871,0.54684,0.55527,0.31291,1.59248,1.96159,1.89211,0.00133695,0.00133695,0.00133695
79,11565.7,1.09266,1.37599,1.36175,0.59745,0.54946,0.55037,0.31032,1.60142,1.95329,1.89731,0.00123596,0.00123596,0.00123596
80,11714,1.08195,1.35156,1.35909,0.5815,0.58594,0.55457,0.31588,1.59813,1.9589,1.89065,0.00113873,0.00113873,0.00113873
81,11862.2,1.07593,1.35657,1.35108,0.5679,0.5792,0.5568,0.31582,1.59397,1.96002,1.89098,0.00104537,0.00104537,0.00104537
82,12010.8,1.08888,1.33846,1.35315,0.58477,0.56173,0.55466,0.31566,1.61029,1.98656,1.90923,0.000955951,0.000955951,0.000955951
83,12159.5,1.05997,1.31177,1.33614,0.58069,0.58285,0.55878,0.314,1.60425,1.98953,1.9132,0.000870577,0.000870577,0.000870577
84,12309.5,1.06798,1.32348,1.34316,0.56526,0.58006,0.555,0.31298,1.60927,1.98861,1.92426,0.000789327,0.000789327,0.000789327
85,12498.6,1.06193,1.32015,1.34028,0.60679,0.55017,0.5526,0.31316,1.60452,1.99835,1.92002,0.000712282,0.000712282,0.000712282
86,12661,0.9717,0.89452,1.28813,0.57859,0.55702,0.54282,0.30676,1.62051,1.97418,1.93773,0.000639518,0.000639518,0.000639518
87,12806.4,0.93646,0.81218,1.26254,0.58069,0.56609,0.54841,0.30762,1.62159,1.97121,1.93221,0.000571106,0.000571106,0.000571106
88,12951.6,0.92024,0.78772,1.24675,0.6029,0.55592,0.5547,0.30867,1.6179,1.98506,1.93498,0.000507115,0.000507115,0.000507115
89,13096.8,0.91012,0.77342,1.23204,0.58298,0.56787,0.54856,0.30786,1.62129,1.99871,1.94543,0.000447606,0.000447606,0.000447606
90,13242.4,0.90624,0.76447,1.23737,0.62068,0.53937,0.54844,0.31023,1.62312,2.00583,1.94904,0.00039264,0.00039264,0.00039264
91,13387.4,0.89766,0.75127,1.22914,0.62403,0.54175,0.55226,0.31195,1.62007,2.01109,1.95197,0.00034227,0.00034227,0.00034227
92,13532.5,0.89027,0.74641,1.22296,0.60444,0.54942,0.55218,0.31115,1.6198,2.01794,1.95495,0.000296546,0.000296546,0.000296546
93,13679.7,0.89096,0.74395,1.22383,0.63324,0.52991,0.55426,0.31228,1.62192,2.02032,1.95881,0.000255513,0.000255513,0.000255513
94,13826,0.88481,0.72941,1.21482,0.63854,0.5327,0.551,0.30895,1.62812,2.0311,1.96542,0.000219212,0.000219212,0.000219212
95,13970.9,0.87629,0.72248,1.21296,0.63336,0.53173,0.55078,0.30851,1.62575,2.03963,1.96356,0.000187678,0.000187678,0.000187678
96,14116.4,0.87685,0.71711,1.20642,0.62769,0.5376,0.55206,0.30894,1.6261,2.0381,1.96438,0.000160943,0.000160943,0.000160943
97,14261.3,0.87464,0.71988,1.21224,0.64602,0.5242,0.55151,0.30922,1.62414,2.03357,1.96377,0.000139032,0.000139032,0.000139032
98,14406.1,0.86844,0.71595,1.20386,0.64343,0.52349,0.54884,0.30896,1.62564,2.0359,1.96633,0.000121968,0.000121968,0.000121968
99,14550.3,0.87071,0.71359,1.20123,0.62598,0.5341,0.54897,0.30946,1.62622,2.03753,1.96925,0.000109768,0.000109768,0.000109768
100,14694.7,0.87473,0.71679,1.2108,0.64605,0.52571,0.54991,0.31058,1.62273,2.0317,1.96653,0.000102443,0.000102443,0.000102443
